airportName,country,airportCode
Jamshedpur,India,IXW
Jorhat,India,JRH
Kailashahar,India,IXH
Silchar,India,IXS
Lilabari,India,IXI
Mohanbari,India,DIB
Mazuffarpur,India,MZU
Nawapara,India,\N
Panagarh,India,\N
Patina,India,PAT
Purnea,India,\N
Ranchi,India,IXR
Rourkela,India,RRK
Utkela,India,\N
Vishakhapatnam,India,VTZ
Zero,India,ZER
Cox's Bazar,Bangladesh,CXB
Chittagong,Bangladesh,CGP
Ishurdi,Bangladesh,IRD
Jessore,Bangladesh,JSR
Rajshahi,Bangladesh,RJH
Saidpur,Bangladesh,SPD
Sylhet Osmani,Bangladesh,ZYL
Dhaka,Bangladesh,\N
Dhaka,Bangladesh,DAC
Hong Kong,Hong Kong,HKG
Sek Kong,Hong Kong,\N
Agra,India,AGR
Allahabad,India,IXD
Amritsar,India,ATQ
Bikaner,India,BKB
Bakshi Ka Talab,India,\N
Varanasi,India,VNS
Kulu,India,KUU
Bhatinda,India,BUP
Bhiwani,India,\N
Bareilly,India,BEK
Chandigarh,India,IXC
Kanpur,India,KNU
Delhi,India,\N
Dehra Dun,India,DED
Delhi,India,DEL
Gwalior,India,GWL
Hissar,India,HSS
Jhansi,India,\N
Jodhpur,India,JDH
Jaipur,India,JAI
Jaisalmer,India,JSA
Jammu,India,IXJ
Kanpur,India,\N
Kota,India,KTU
Ludhiaha,India,LUH
Leh,India,IXL
Lucknow,India,LKO
Pathankot,India,IXP
Patiala,India,\N
Nainital,India,PGH
Raibarelli,India,\N
Saharanpur,India,\N
Srinagar,India,SXR
Satna,India,TNI
Luang Prabang,Laos,LPQ
Pakse,Laos,PKZ
Phong Savanh,Laos,\N
Savannakhet,Laos,ZVK
Sam Neua,Laos,NEU
Vientiane,Laos,VTE
Macau,Macau,MFM
Bhairawa,Nepal,BWA
Janakpur,Nepal,JKR
Kathmandu,Nepal,KTM
Pokhara,Nepal,PKR
Simara,Nepal,SIF
Biratnagar,Nepal,BIR
Agatti Island,India,AGX
Bangalore,India,BLR
Bellary,India,BEP
Bidar,India,\N
Vijayawada,India,VGA
Coimbatore,India,CJB
Kochi,India,COK
Calicut,India,CCJ
Cuddapah,India,CDP
Carnicobar,India,CBD
Dundigul,India,\N
Hyderabad,India,BPM
Madurai,India,IXM
Mangalore,India,IXE
Madras,India,MAA
Nagarjunsagar,India,\N
Port Blair,India,IXZ
Pendicherry,India,PNY
Rajahmundry,India,RJA
Salem,India,SXV
Tanjore,India,TJV
Tirupeti,India,TIR
Tiruchirappalli,India,TRZ
Trivandrum,India,TRV
Tambaram,India,\N
Thimphu,Bhutan,PBH
Male,Maldives,MLE
Bangkok,Thailand,DMK
Nakhon Pathom,Thailand,KDT
Lop Buri,Thailand,\N
Pattaya,Thailand,UTP
Prachin Buri,Thailand,\N
Lampang,Thailand,LPT
Phrae,Thailand,PRH
Prachuap Khiri Khan,Thailand,HHQ
Nakhon Sawan,Thailand,TKH
Phetchabun,Thailand,\N
Nakhon Sawan,Thailand,\N
Phitsanulok,Thailand,PHS
Tak,Thailand,\N
Satun,Thailand,\N
Narathiwat,Thailand,NAW
Krabi,Thailand,KBV
Songkhla,Thailand,SGZ
Pattani,Thailand,PAN
Ko Samui,Thailand,USM
Nakhon Si Thammarat,Thailand,\N
Phuket,Thailand,HKT
Ranong,Thailand,UNN
Hat Yai,Thailand,HDY
Trang,Thailand,TST
Udon Thani,Thailand,UTH
Sakon Nakhon,Thailand,SNO
Surin,Thailand,PXR
Loei,Thailand,LOE
Nakhon Ratchasima,Thailand,\N
Roi Et,Thailand,\N
Danang,Vietnam,DAD
Hanoi,Vietnam,\N
Kep,Vietnam,\N
Hanoi,Vietnam,HAN
Nhatrang,Vietnam,NHA
Hue,Vietnam,HUI
Phuquoc,Vietnam,PQC
Ho Chi Minh City,Vietnam,SGN
Ann,Burma,VBA
Anisakan,Burma,\N
Bagan,Burma,NYU
Coco Island,Burma,\N
Heho,Burma,HEH
Hommalin,Burma,HOX
Kengtung,Burma,KET
Kyaukpyu,Burma,KYP
Lashio,Burma,LSH
Lanywa,Burma,\N
Mandalay,Burma,MDL
Myeik,Burma,MGZ
Myitkyina,Burma,MYT
Momeik,Burma,MOE
Mong Hsat,Burma,MOG
Nampong,Burma,\N
Namsang,Burma,NMS
Hpa-an,Burma,PAA
Putao,Burma,PBU
Pyay,Burma,PRU
Shante,Burma,\N
Sittwe,Burma,AKY
Thandwe,Burma,SNW
Tachilek,Burma,THL
Taungoo,Burma,\N
Yangon,Burma,RGN
Ujung Pandang,Indonesia,UPG
Biak,Indonesia,BIK
Nabire,Indonesia,NBX
Timika,Indonesia,TIM
Jayapura,Indonesia,DJJ
Wamena,Indonesia,WMX
Merauke,Indonesia,MKQ
Gorontalo,Indonesia,GTO
Palu,Indonesia,PLW
Manado,Indonesia,MDC
Poso,Indonesia,PSJ
Morotai Island,Indonesia,OTI
Ternate,Indonesia,TTE
Luwuk,Indonesia,LUW
Ambon,Indonesia,AMQ
Fak Fak,Indonesia,FKQ
Kaimana,Indonesia,KNG
Babo,Indonesia,BXB
Manokwari,Indonesia,MKW
Sorong,Indonesia,SOQ
Bintulu,Malaysia,BTU
Kuching,Malaysia,KCH
Limbang,Malaysia,LMN
Marudi,Malaysia,MUR
Miri,Malaysia,MYY
Sibu,Malaysia,SBW
Lahad Datu,Malaysia,LDU
Kota Kinabalu,Malaysia,BKI
Labuan,Malaysia,LBU
Tawau,Malaysia,TWU
Bandar Seri Begawan,Brunei,BWN
Pekanbaru,Indonesia,PKU
Dumai,Indonesia,DUM
Jakarta,Indonesia,CGK
Gunung Sitoli,Indonesia,GNS
Padang Sidempuan,Indonesia,AEG
Padang,Indonesia,PDG
Medan,Indonesia,MES
Sibolga,Indonesia,FLZ
Nangapinoh,Indonesia,NPO
Ketapang,Indonesia,KTG
Pontianak,Indonesia,PNK
Jambi,Indonesia,DJB
Bengkulu,Indonesia,BKS
Palembang,Indonesia,PLM
Rengat,Indonesia,RGT
Lhok Sukon,Indonesia,LSX
Banda Aceh,Indonesia,BTJ
Kluang,Malaysia,\N
Alor Setar,Malaysia,AOR
Butterworth,Malaysia,BWH
Kota Bahru,Malaysia,KBR
Kuantan,Malaysia,KUA
Kerteh,Malaysia,KTE
Simpang,Malaysia,\N
Ipoh,Malaysia,IPH
Johor Bahru,Malaysia,JHB
Kuala Lumpur,Malaysia,KUL
Langkawi,Malaysia,LGK
Malacca,Malaysia,MKZ
Kuala Terengganu,Malaysia,TGG
Penang,Malaysia,PEN
Suai,East Timor,UAI
Dili,East Timor,DIL
Baucau,East Timor,BCH
Sembawang,Singapore,\N
Paya Lebar,Singapore,QPG
Tengah,Singapore,TGA
Singapore,Singapore,XSP
Singapore,Singapore,SIN
Brisbane,Australia,ACF
Amberley,Australia,ABM
Alice Springs,Australia,ASP
Brisbane,Australia,BNE
Coolangatta,Australia,OOL
Cairns,Australia,CNS
Charlieville,Australia,CTL
Mount Isa,Australia,ISA
Maroochydore,Australia,MCY
Mackay,Australia,MKY
Prosserpine,Australia,PPP
Rockhampton,Australia,ROK
Townsville,Australia,TSV
Weipa,Australia,WEI
Avalon,Australia,AVV
Albury,Australia,ABX
Melbourne,Australia,MEB
East Sale,Australia,\N
Hobart,Australia,HBA
Launceston,Australia,LST
Melbourne,Australia,MBW
Melbourne,Australia,MEL
Point Cook,Australia,\N
Adelaide,Australia,ADL
Edinburgh,Australia,\N
Perth,Australia,JAD
Karratha,Australia,KTA
Kalgoorlie,Australia,KGI
Kununurra,Australia,KNX
Learmonth,Australia,LEA
Port Hedland,Australia,PHE
Adelaide,Australia,\N
Perth,Australia,PER
Woomera,Australia,UMR
Christmas Island,Christmas Island,XCH
Sydney,Australia,BWU
Canberra,Australia,CBR
Coff's Harbour,Australia,CFS
Camden,Australia,CDU
Dubbo,Australia,DBO
Norfolk Island,Norfolk Island,NLK
Richmond,Australia,XRH
Sydney,Australia,SYD
Tamworth,Australia,TMW
Wagga Wagga,Australia,WGA
Beijing,China,PEK
Hailar,China,HLD
Tianjin,China,TSN
Taiyuan,China,TYN
Guangzhou,China,CAN
Changcha,China,CSX
Guilin,China,KWL
Nanning,China,NNG
Shenzhen,China,SZX
Zhengzhou,China,CGO
Wuhan,China,WUH
Pyongyang,North Korea,FNJ
Lanzhou,China,LHW
Xi'an,China,XIY
Ulan Bator,Mongolia,ULN
Jinghonggasa,China,JHG
Kunming,China,KMG
Xiamen,China,XMN
Nanchang,China,KHN
Fuzhou,China,FOC
Hangzhou,China,HGH
Ninbo,China,NGB
Nanjing,China,NKG
Hefei,China,HFE
Qingdao,China,TAO
Shanghai,China,SHA
Yantai,China,YNT
Chongqing,China,CKG
Guiyang,China,KWE
Chengdu,China,CTU
Xichang,China,XIC
Kashi,China,KHG
Hotan,China,HTN
Urumqi,China,URC
Harbin,China,HRB
Mudanjiang,China,MDG
Dalian,China,DLC
Shanghai,China,PVG
Tioman,Malaysia,TOD
Kuala Lumpur,Malaysia,SZB
Wajima,Japan,NTQ
Alexandria,Egypt,HBE
Barter Island,United States,BTI
Fort Wainwright,United States,\N
Cape Lisburne,United States,LUR
Point Lay,United States,PIZ
Hilo,United States,ITO
Orlando,United States,ORL
Bettles,United States,BTT
Clear Mews,United States,\N
Indian Mountains,United States,UTO
Fort Yukon,United States,FYU
Sparrevohn,United States,SVW
Fort Richardson,United States,FRN
Tatalina,United States,TLJ
Cape Romanzof,United States,CZF
Bedford,United States,BED
St. Paul Island,United States,SNP
Cape Newenham,United States,EHM
Point Barrow,United States,STG
Iliamna,United States,ILI
Port Moller,United States,PTU
Big Mountain,United States,BMX
Oscoda,United States,OSC
Fort Ord,United States,OAR
Sacramento,United States,MHR
Fort Irwin,United States,BYS
Twenty Nine Palms,United States,\N
Fort Smith,United States,FSM
Anchorage,United States,MRI
Grants,United States,GNT
Ponca City,United States,PNC
Hunter Aaf,United States,SVN
Grand Forks,United States,GFK
Pine Bluff,United States,PBF
Milton,United States,NSE
Hana,United States,HNM
Prescott,United States,PRC
Trenton,United States,TTN
Boston,United States,BOS
Fairfield,United States,SUU
Rome,United States,RME
Wendover,United States,ENV
Mobile,United States,BFM
Oakland,United States,OAK
Omaha,United States,OMA
Port Angeles,United States,\N
Kahului,United States,OGG
Wichita,United States,ICT
Kansas City,United States,MCI
Madison,United States,MSN
Dillingham,United States,DLG
Harrison,United States,HRO
Phoenix,United States,PHX
Bangor,United States,BGR
Fort Lauderdale,United States,FXE
Longview,United States,GGG
Andersen,United States,AND
Spokane,United States,GEG
Hollywood,United States,HWO
San Francisco,United States,SFO
Cutbank,United States,CTB
Louisiana,United States,ARA
Gainesville,United States,GNV
Memphis,United States,MEM
Douglas,United States,DUG
Delta Junction,United States,BIG
Waco,United States,CNW
Annette Island,United States,ANN
Caribou,United States,CAR
Jacksonville,United States,LRF
Redstone,United States,HUA
Fort Bragg,United States,POB
Dalhart,United States,DHT
Del Rio,United States,DLF
Los Angeles,United States,LAX
Anniston,United States,ANB
Cleveland,United States,CLE
Dover,United States,DOV
Cincinnati,United States,CVG
Fort Meade,United States,FME
China Lake,United States,\N
Huron,United States,HON
Juneau,United States,JNU
Lafayette,United States,LFT
Newark,United States,EWR
Boise,United States,BOI
Indian Springs,United States,INS
Garden City,United States,GCK
Minot,United States,MOT
Wahiawa,United States,HHI
Montgomery,United States,MXF
Robinson,United States,\N
Dallas,United States,DAL
Fort Carson,United States,FCS
Helena,United States,HLN
Miramar,United States,NKX
Phoenix,United States,LUF
Mary Esther,United States,\N
Hawthorne,United States,HHR
Houlton,United States,HUL
Enid,United States,END
Point Mugu,United States,NTD
Edwards Afb,United States,EDW
Lake Charles,United States,LCH
Kona,United States,KOA
Myrtle Beach,United States,MYR
Lemoore,United States,NLC
Nantucket,United States,ACK
Fort Eustis,United States,FAF
Hopkinsville,United States,HOP
Washington,United States,DCA
Patuxent River,United States,NHK
Palacios,United States,PSX
Blytheville,United States,BYH
Atlantic City,United States,ACY
Oklahoma City,United States,TIK
Elizabeth City,United States,ECG
Pueblo,United States,PUB
Presque Isle,United States,PQI
Fort Lewis,United States,GRF
Kodiak,United States,ADQ
Opolu,United States,UPP
Fort Lauderdale,United States,FLL
Muskogee,United States,\N
International Falls,United States,INL
Salt Lake City,United States,SLC
Childress,United States,CDS
Biloxi,United States,BIX
Fort Benning,United States,LSF
Kingsville,United States,NQI
Fort Riley,United States,FRI
Harrisburg,United States,MDT
Lincoln,United States,LNK
Lansing,United States,LAN
Kamuela,United States,MUE
Massena,United States,MSS
Hickory,United States,HKY
St. Petersburg,United States,SPG
Fort Myers,United States,FMY
Houston,United States,IAH
Millinocket,United States,\N
Camp Springs,United States,ADW
Winston-salem,United States,INT
Victorville,United States,VCV
Crestview,United States,CEW
Fort Drum,United States,\N
Port Huron,United States,PHN
Bakersfield,United States,BFL
El Paso,United States,ELP
Harlingen,United States,HRL
Columbia,United States,CAE
Tucson,United States,DMA
Pensacola,United States,NPA
Pensacola,United States,PNS
Red River,United States,RDR
Houston,United States,HOU
Buckley,United States,BFK
Northway,United States,ORT
Palmer,United States,PAQ
Pittsburgh,United States,PIT
Barrow,United States,BRW
Houston,United States,EFD
Whidbey Island,United States,NUW
Alice,United States,ALI
Valdosta,United States,VAD
Miami,United States,MIA
Seattle,United States,SEA
Chattanooga,United States,CHA
Stratford,United States,BDR
Jackson,United States,JAN
Galveston,United States,GLS
Long Beach,United States,LGB
Dillingham,United States,HDH
Williamsport,United States,IPT
Indianapolis,United States,IND
Knobnoster,United States,SZL
Akron,United States,AKC
Greenwood,United States,GWO
White Plains,United States,HPN
West Hampton Beach,United States,FOK
Jonesboro,United States,JBR
Tonopah,United States,XSD
West Palm Beach,United States,LNA
San Diego,United States,NZY
El Paso,United States,BIF
Yuma,United States,YUM
Carlsbad,United States,CNM
Duluth,United States,DLH
Bethel,United States,BET
Louisville,United States,LOU
Fort Huachuca,United States,FHU
Lihue,United States,LIH
Terre Haute,United States,HUF
Havre,United States,HVR
Grant County Airport,United States,MWH
Montpelier,United States,MPV
San Nicolas Island,United States,\N
Richmond,United States,RIC
Shreveport,United States,SHV
Cordova,United States,CDV
Norfolk,United States,ORF
Beaumont,United States,BPT
Savannah,United States,SAV
Ogden,United States,HIF
Nome,United States,OME
San Luis,United States,\N
St. Petersburg,United States,PIE
Macon,United States,MNM
Conroe,United States,CXO
Deadhorse,United States,SCC
San Antonio,United States,SAT
Rochester,United States,ROC
Coco Beach,United States,COF
Teterboro,United States,TEB
Rapid City,United States,RCA
Raleigh-durham,United States,RDU
Dayton,United States,DAY
Kenai,United States,ENA
Mcalester,United States,MLC
Niagara Falls,United States,IAG
Bryan,United States,CFD
Wright,United States,LIY
Newport News,United States,PHF
Alexandria,United States,ESF
Altus,United States,LTS
Tucson,United States,TUS
Minot,United States,MIB
Marysville,United States,BAB
Kankakee,United States,IKK
Goldsboro,United States,GSB
Providence,United States,PVD
Salisbury,United States,SBY
Rancho Murieta,United States,\N
Burbank,United States,BUR
Detroit,United States,DTW
Tampa,United States,TPA
Pembina,United States,PMB
Fort Polk,United States,POE
Fairbanks,United States,EIL
Hibbing,United States,HIB
Lufkin,United States,LFK
Midland,United States,MAF
Green Bay,United States,GRB
Ardmore,United States,ADM
Wrightstown,United States,WRI
Cherry Point,United States,\N
Santa Barbara,United States,\N
Bush Field,United States,AGS
Williston,United States,ISN
Little Rock,United States,LIT
Newburgh,United States,SWF
Baudette,United States,BDE
Sacramento,United States,SAC
Homer,United States,HOM
Fort Leonardwood,United States,TBN
Marietta,United States,MGE
Spokane,United States,SKA
Houghton Lake,United States,HTL
Panama City,United States,PAM
Dallas-Fort Worth,United States,DFW
Melbourne,United States,MLB
Tacoma,United States,TCM
Austin,United States,AUS
Columbus,United States,LCK
Gwinn,United States,MQT
Knoxville,United States,TYS
Fort Hood,United States,HLR
St. Louis,United States,STL
Millville,United States,MIV
Wichita Falls,United States,SPS
Cincinnati,United States,LUK
Atlanta,United States,ATL
Merced,United States,MER
Sacramento,United States,MCC
Grand Rapids,United States,GRR
Wink,United States,INK
Fresno,United States,FAT
Vero Beach,United States,VRB
Imperial,United States,IPL
Nashville,United States,BNA
Laredo,United States,LRD
Anchorage,United States,EDF
Kotzebue,United States,OTZ
Altoona,United States,AOO
Abilene,United States,DYS
El Dorado,United States,ELD
New York,United States,LGA
Tallahassee,United States,TLH
West Chicago,United States,DPA
Waco,United States,ACT
Augusta,United States,AUG
Hillsboro,United States,\N
Jacksonville,United States,NIP
Jackson,United States,MKL
Molokai,United States,MKK
Fort Knox,United States,FTK
Jacksonville,United States,\N
San Angelo,United States,SJT
Calexico,United States,CXL
Chico,United States,CIC
Burlington,United States,BTV
Jacksonville,United States,JAX
Durango,United States,DRO
Washington,United States,IAD
College Station,United States,CLL
Spokane,United States,SFF
Milwaukee,United States,MKE
Abilene,United States,ABI
Columbia,United States,COU
Portland,United States,PDX
Miami,United States,TNT
West Palm Beach,United States,PBI
Fort Worth,United States,FTW
Ogdensburg,United States,OGS
Falmouth,United States,FMH
Seattle,United States,BFI
San Antonio,United States,SKF
Honolulu,United States,HNL
Des Moines,United States,DSM
New Bern,United States,EWN
San Diego,United States,SAN
Monroe,United States,MLU
Sumter,United States,SSC
Ontario,United States,ONT
Greenvile,United States,GVT
Roswell,United States,ROW
Detroit,United States,DET
Brownsville,United States,BRO
Dothan,United States,DHN
Wildwood,United States,WWD
Fallon,United States,NFL
Mount Clemens,United States,MTC
Farmington,United States,FMN
Corpus Christi,United States,CRP
Syracuse,United States,SYR
Key West,United States,NQX
Chicago,United States,MDW
San Jose,United States,SJC
Hobbs,United States,HOB
Philadelphia,United States,PNE
Denver,United States,DEN
Philadelphia,United States,PHL
Sioux City,United States,SUX
Macon,United States,MCN
Truth Or Consequences,United States,TCS
Palmdale,United States,PMD
San Antonio,United States,RND
El Centro,United States,NJK
Columbus,United States,CMH
Fayetteville,United States,FYV
Fort Sill,United States,FSI
Princeton,United States,\N
Dayton,United States,FFO
Galena,United States,GAL
Chandler,United States,\N
Mineral Wells,United States,MWL
Wichita,United States,IAB
New Orleans,United States,NBG
Beaufort,United States,BFT
Texarkana,United States,TXK
Plattsburgh,United States,PBG
Aberdeen,United States,APG
Tucumcari,United States,TCC
Anchorage,United States,ANC
Killeen,United States,GRK
Zuni Pueblo,United States,\N
Bellingham,United States,BLI
Millington,United States,NQA
Elkins,United States,EKN
Hartford,United States,HFD
Smithfield,United States,SFZ
Mobile,United States,MOB
Mountain View,United States,NUQ
Santa Fe,United States,SAF
Barking Sands,United States,BKH
Deridder,United States,DRI
Bradshaw Field,United States,BSF
Nogales,United States,OLS
Tampa,United States,MCF
Belleville,United States,BLV
Miami,United States,OPF
Del Rio,United States,DRT
Fort Myers,United States,RSW
King Salmon,United States,AKN
Muir,United States,MUI
Lahania-kapalua,United States,JHM
New York,United States,JFK
Homestead,United States,HST
Riverside,United States,RAL
Fort Leavenworth,United States,FLV
Wallops Island,United States,WAL
Alamogordo,United States,HMN
Willow Grove,United States,NXX
Cheyenne,United States,CYS
Stockton,United States,SCK
Charleston,United States,CHS
Reno,United States,RNO
Ketchikan,United States,KTN
Detroit,United States,YIP
Lompoc,United States,VBG
Birmingham,United States,BHM
Lakehurst,United States,NEL
Shemya,United States,SYA
Las Vegas,United States,LSV
Riverside,United States,RIV
Modesto,United States,MOD
Sacramento,United States,SMF
Chicago,United States,UGN
Colorado Springs,United States,COS
Buffalo,United States,BUF
Sandusky,United States,SKY
Everett,United States,PAE
Mountain Home,United States,MUO
Cedar City,United States,CDC
Windsor Locks,United States,BDL
Mcallen,United States,MFE
Norfolk,United States,NGU
Chicopee Falls,United States,CEF
Lubbock,United States,LBB
Chicago,United States,ORD
Boca Raton,United States,BCT
Fairbanks,United States,FAI
Quantico,United States,\N
Clovis,United States,CVS
Kaneohe Bay,United States,NGF
Omaha,United States,OFF
Gulkana,United States,GKN
Watertown,United States,ART
Palm Springs,United States,PSP
Amarillo,United States,AMA
Fort Dodge,United States,FOD
Shreveport,United States,BAD
Topeka,United States,FOE
Cotulla,United States,COT
Wilmington,United States,ILM
Baton Rouge,United States,BTR
Meridian,United States,\N
Tyler,United States,TYR
Baltimore,United States,BWI
Hobart,United States,HBR
Lanai,United States,LNY
Alexandria,United States,AEX
White Sands,United States,WSD
Cold Bay,United States,CDB
Tulsa,United States,TUL
Sitka,United States,SIT
Islip,United States,ISP
Minneapolis,United States,MSP
Wilmington,United States,ILG
Unalaska,United States,DUT
New Orleans,United States,MSY
Portland,United States,PWM
Oklahoma City,United States,OKC
Albany,United States,ALB
Valdez,United States,VDZ
Hampton,United States,LFI
Santa Ana,United States,SNA
Colombus,United States,CBM
Kendall-tamiami,United States,TMB
Oceana,United States,NTU
Peru,United States,GUS
Casper,United States,CPR
Valparaiso,United States,VPS
Selma,United States,SEM
Key West,United States,EYW
Charlotte,United States,CLT
Las Vegas,United States,LAS
Orlando,United States,MCO
Florence,United States,FLO
Great Falls,United States,GTF
Youngstown,United States,YNG
Fort Wainwright,United States,FBK
Mackminnville,United States,\N
Macon,United States,WRB
Bangkok,Thailand,BKK
Naha,Indonesia,NAH
Masamba,Indonesia,MXB
Soroako,Indonesia,SQR
Makale,Indonesia,TTR
Kendari,Indonesia,KDI
Sabang,Indonesia,SBG
Tasikmalaya,Indonesia,TSY
Madiun,Indonesia,\N
Malang,Indonesia,MLG
Tangerang,Indonesia,\N
Bandung,Indonesia,BDO
Cirebon,Indonesia,CBN
Yogyakarta,Indonesia,JOG
Cilacap,Indonesia,CXP
Jakarta,Indonesia,PCB
Semarang,Indonesia,SRG
Batam,Indonesia,BTH
Tanjung Pandan,Indonesia,TJQ
Pangkal Pinang,Indonesia,PGK
Tanjung Pinang,Indonesia,TNJ
Singkep,Indonesia,SIQ
Banjarmasin,Indonesia,BDJ
Batu Licin,Indonesia,BTW
Pangkalan Bun,Indonesia,PKN
Palangkaraya,Indonesia,PKY
Maumere,Indonesia,MOF
Ende,Indonesia,ENE
Ruteng,Indonesia,RTG
Kupang,Indonesia,KOE
Labuhan Bajo,Indonesia,LBJ
Balikpapan,Indonesia,BPN
Taraken,Indonesia,TRK
Samarinda,Indonesia,SRI
Tanjung Santan,Indonesia,TSX
Mataram,Indonesia,AMI
Bima,Indonesia,BMU
Waingapu,Indonesia,WGP
Surabaya,Indonesia,SUB
Solo City,Indonesia,SOC
Seoul,South Korea,ICN
Chiang Mai,Thailand,CNX
Chiang Rai,Thailand,CEI
Nakhon Si Thammarat,Thailand,NST
Nakhon Ratchasima,Thailand,NAK
Nakhon Phanom,Thailand,KOP
Ubon Ratchathani,Thailand,UBP
Khon Kaen,Thailand,KKC
Sukhothai,Thailand,THS
Denpasar,Indonesia,DPS
Athens,Greece,ATH
Nagoya,Japan,NGO
Kobe,Japan,UKB
Pullman,United States,PUW
Lewiston,United States,LWS
Elmira,United States,ELM
Ithaca,United States,ITH
Monterey,United States,MRY
Santa Barbara,United States,SBA
Daytona Beach,United States,DAB
Liepaja,Latvia,LPX
Riga,Latvia,RIX
Siauliai,Lithuania,SQQ
Barysiai,Lithuania,HLJ
Kaunas,Lithuania,KUN
Kaunas,Lithuania,\N
Palanga,Lithuania,PLQ
Vilnius,Lithuania,VNO
Panevezys,Lithuania,PNV
Yerevan,Armenia,\N
Stepanavan,Armenia,\N
Yerevan,Armenia,EVN
Gyumri,Armenia,LWN
Assab,Eritrea,ASA
Asmara,Eritrea,ASM
Massawa,Eritrea,MSW
Gaza,Palestine,GZA
Batumi,Georgia,BUS
Kutaisi,Georgia,KUT
Tbilisi,Georgia,TBS
Mukalla,Yemen,RIY
Taiz,Yemen,TAI
Hodeidah,Yemen,HOD
Aden,Yemen,ADE
Ataq,Yemen,AXK
Al Ghaidah Intl,Yemen,AAY
Sanaa,Yemen,SAH
Beihan,Yemen,BHN
Socotra,Yemen,SCT
Al Badie,Yemen,\N
Memmingen,Germany,FMM
Nevsehir,Turkey,NAV
Buenos Aires,Argentina,EZE
Erbil,Iraq,EBL
Emerald,Australia,EMD
Athens,Greece,HEW
Osaka,Japan,KIX
New York,United States,JRB
Tagbilaran,Philippines,TAG
Ilulissat,Greenland,JAV
Qasigiannguit,Greenland,JCH
Aasiaat,Greenland,JEG
Palma de Mallorca,Spain,PMI
Darwin,Australia,DRW
Surat Thani,Thailand,URT
Talkeetna,United States,TKA
Gozo,Malta,GZM
New Haven,United States,HVN
Asheville,United States,AVL
Greensboro,United States,GSO
Sioux Falls,United States,FSD
Uluru,Australia,AYQ
Manchester NH,United States,MHT
Naples,United States,APF
Redang,Malaysia,RDN
Louisville,United States,SDF
Charlottesville VA,United States,CHO
Roanoke VA,United States,ROA
Lexington KY,United States,LEX
Evansville,United States,EVV
Albuquerque,United States,ABQ
Bozeman,United States,BZN
Billings,United States,BIL
Butte,United States,BTM
Traverse City,United States,TVC
Flores,Guatemala,FRS
Bar Harbor,United States,BHB
Rockland,United States,RKD
Jacksn Hole,United States,JAC
Rockford,United States,RFD
Moscow,Russia,DME
Sanya,China,SYX
Milford Sound,New Zealand,MFN
Lijiang,China,LJG
Greenville,United States,GSP
Bloomington,United States,BMI
Gulfport,United States,GPT
Kalamazoo,United States,AZO
Toledo,United States,TOL
Fort Wayne,United States,FWA
Decatur,United States,DEC
Cedar Rapids,United States,CID
La Crosse,United States,LSE
Wassau,United States,CWA
Peoria,United States,PIA
Appleton,United States,ATW
Rochester,United States,RST
Champaign,United States,CMI
Manhattan,United States,MHK
Kingscote,Australia,KGC
Hervey Bay,Australia,HVB
Dali,China,DLU
Mulu,Malaysia,MZV
Sharm El Sheikh,Egypt,SSH
